,Topic,Words,Frequency,Timestamp
13748,96,"reformvorschlaege, jahrtausenden, weltkrieg, schlimmsten, berchtesgadener",8,2021-07-16 10:05:06.514285824+00:00
13749,97,"schaust, zwoelf, rotes, wohnheim, bewohner",3,2021-07-16 10:05:06.514285824+00:00
13750,98,"fuck, aerger, festgenommen, kostet, klimaschutz",3,2021-07-16 10:05:06.514285824+00:00
13751,99,"atlascopco, kreiselpumpen, showtheenergy, dieselbetriebenen, tapasgriechen",1,2021-07-16 10:05:06.514285824+00:00
13752,100,"stadtgemeinde, eurobaustoff, versteigerung, bezirke, spendengelder",1,2021-07-16 10:05:06.514285824+00:00
13753,101,"ff, hype, wettervorhersage, warm, temperaturrekord",1,2021-07-16 10:05:06.514285824+00:00
13754,102,"laschet, posten, urban, tropft, hohenzollern",1,2021-07-16 10:05:06.514285824+00:00
13755,104,"angestellte, finanzierte, creutzburg, arbeitszeiten, dietrich",2,2021-07-16 10:05:06.514285824+00:00
13756,105,"westdeutsche, technik, sueddeutschland, uebrigens, bucuresti",4,2021-07-16 10:05:06.514285824+00:00
13757,106,"wehrbetreiber, kohlekraftwerk, energie, drogensuechtige, bildbeweis",2,2021-07-16 10:05:06.514285824+00:00
13758,108,"sponsor, bundesligist, published, koeln, spendet",4,2021-07-16 10:05:06.514285824+00:00
13759,109,"goerlitz, normales, wach, gelernt, angekommen",4,2021-07-16 10:05:06.514285824+00:00
13760,111,"gebrochen, vergangenen, damm, evakuiert, landrat",5,2021-07-16 10:05:06.514285824+00:00
13761,112,"drei, grabfeld, fantasy, mcees, zweitbuch",1,2021-07-16 10:05:06.514285824+00:00
13762,113,"kameraden, verkehrsunfaelle, schlauchbootfahrer, freiwilligefeuerwehr, neuronaler",1,2021-07-16 10:05:06.514285824+00:00
13763,114,"kraftwerke, todeszahlen, abends, rwe, steigt",15,2021-07-16 10:05:06.514285824+00:00
13764,115,"germ, flood, schutzdamms, pumpstation, dammsanierung",1,2021-07-16 10:05:06.514285824+00:00
13765,117,"suedliches, dumpfdeppen, stopft, hyper, elbland",2,2021-07-16 10:05:06.514285824+00:00
13766,121,"shadowfam, hochdruckreiniger, obi, steinbachtalsperre, hintergrund",4,2021-07-16 10:05:06.514285824+00:00
13767,123,"historische, warnt, unwetter, maxxesport, monokulturen",2,2021-07-16 10:05:06.514285824+00:00
13768,124,"komisch, fluch, gegangen, pflegeheime, talksho",3,2021-07-16 10:05:06.514285824+00:00
13769,125,"medienvertreter, apokalypse, infrastruktur, geld, regen",6,2021-07-16 10:05:06.514285824+00:00
13770,126,"ahrweiler, haus, viele, kaninchen, tierschutzverein",3,2021-07-16 10:05:06.514285824+00:00
13771,127,"abschuss, accounts, passieren, teilen, verheerend",3,2021-07-16 10:05:06.514285824+00:00
13772,128,"bleib, straßen, kasbach, hohnstorf, durchpfluegt",1,2021-07-16 10:05:06.514285824+00:00
13773,129,"hilfebenoetigt, dame, badneuenahr, brauc, torwart",1,2021-07-16 10:05:06.514285824+00:00
13774,130,"zuhause, tv, verschwunden, spiegel, filmfestival",1,2021-07-16 10:05:06.514285824+00:00
13775,131,"mobilfunkempfang, stadtgemeinde, suedwestfalen, elbufer, albumrelease",1,2021-07-16 10:05:06.514285824+00:00
13776,132,"heinsberg, gebrochen, informationen, ticker, rurdamm",2,2021-07-16 10:05:06.514285824+00:00
13777,133,"evakuieren, group, evakuiert, alarmiert, hotel",5,2021-07-16 10:05:06.514285824+00:00
13778,134,"vonovia, kostenlose, wuenschen, sammeln, wohnungen",4,2021-07-16 10:05:06.514285824+00:00
13779,136,"verlore, einzugsgebiet, waehrend, viele, traditionself",4,2021-07-16 10:05:06.514285824+00:00
13780,138,"begun, oesterreich, sibirien, just, tornados",7,2021-07-16 10:05:06.514285824+00:00
13781,139,"fernsehbilder, getroffenen, klimakatastrophe, video, virals",2,2021-07-16 10:05:06.514285824+00:00
13782,141,"pumpt, limit, katastrophenfall, feuerwehr, megafon",2,2021-07-16 10:05:06.514285824+00:00
13783,142,"katastr, telekom, spendet, euro, fcb",2,2021-07-16 10:05:06.514285824+00:00
13784,143,"fokus, wetter, bundesland, klatschnass, bundespolitiker",1,2021-07-16 10:05:06.514285824+00:00
13785,145,"ticket, einnahmen, gewinnt, mutti, union",3,2021-07-16 10:05:06.514285824+00:00
13786,147,"unwetterkatastrophe, unwetter, katastrophentourismus, spendenko, psycho",3,2021-07-16 10:05:06.514285824+00:00
13787,148,"kraftwerke, strategie, bevoelkerungsschutz, staatsanwaltschaft, wenig",2,2021-07-16 10:05:06.514285824+00:00
13788,149,"handelsblatt, stadtsparkasse, kraftwerke, spendenkonto, medien",3,2021-07-16 10:05:06.514285824+00:00
13789,151,"beklagen, todesfaelle, damm, evakuiert, rheinland",4,2021-07-16 10:05:06.514285824+00:00
13790,152,"nacht, landkreis, desserts, entspannte, shoobamusic",1,2021-07-16 10:05:06.514285824+00:00
13791,153,"cook, eurojournal, westeuropa, spende, panorama",3,2021-07-16 10:05:06.514285824+00:00
13792,155,"sendeschluss, lokalsender, evakuiert, nacht, deutschlandradio",5,2021-07-16 10:05:06.514285824+00:00
13793,156,"wasserstand, xatar, rapper, shibainu, badvilbelhw",1,2021-07-16 10:05:06.514285824+00:00
13794,157,"jungefrau, coronavirus, baerbock, auswirkungen, fw",3,2021-07-16 10:05:06.514285824+00:00
13795,158,"tschechien, unwetterschaeden, kilometer, spitzt, kachelmannwetter",2,2021-07-16 10:05:06.514285824+00:00
13796,159,"ueberwi, katastrophenhilfe, konto, internet, debatte",2,2021-07-16 10:05:06.514285824+00:00
13797,160,"helden, wahrscheinlich, wasser, bestraft, klosteranlage",1,2021-07-16 10:05:06.514285824+00:00
13798,161,"rhodius, brenzlig, gebrochen, westen, unwetter",3,2021-07-16 10:05:06.514285824+00:00
13799,163,"altenburg, stadtgemeinde, einzureisen, infospots, schiffen",1,2021-07-16 10:05:06.514285824+00:00
13800,164,"fortune, covid, erftstadt, corona, wohnungsmarkt",3,2021-07-16 10:05:06.514285824+00:00
13801,165,"millionaere, sichersten, theorie, flaechenwidmung, raumplanung",4,2021-07-16 10:05:06.514285824+00:00
13802,166,"buergerblickinfo, regimechange, gntm, indonesischer, hpenergie",3,2021-07-16 10:05:06.514285824+00:00
13803,168,"dpa, polizei, entdeckt, niederbayerischen, todesopfern",1,2021-07-16 10:05:06.514285824+00:00
13804,169,"niederschlaege, wenigen, stunden, landkreis, klarkommt",2,2021-07-16 10:05:06.514285824+00:00
13805,171,"fußball, spendet, objekt, wohnflaech, dachgeschoss",1,2021-07-16 10:05:06.514285824+00:00
13806,172,"ermittlungsverfahren, drohnen, reporterteam, virus, matthiasberger",1,2021-07-16 10:05:06.514285824+00:00
13807,173,"pandari, haltdiefressebild, arminlaschet, meldestufe, aufkommt",2,2021-07-16 10:05:06.514285824+00:00
13808,174,"kolumne, tief, region, wasser, starkregen",3,2021-07-16 10:05:06.514285824+00:00
13809,175,"unprofessionell, zuletzt, beiden, berchtesgadenerland, nachmittag",3,2021-07-16 10:05:06.514285824+00:00
13810,177,"spenden, monsun, minister, soedet, notwendigen",1,2021-07-16 10:05:06.514285824+00:00
13811,179,"karten, nic, berchtesgadenerland, schichtwassers, unfreiwilligen",3,2021-07-16 10:05:06.514285824+00:00
13812,180,"sinken, nacht, helene, nordort, helferparkplatz",1,2021-07-16 10:05:06.514285824+00:00
13813,181,"erosion, satelliten, zuvor, zeichen, katastrophe",19,2021-07-16 10:05:06.514285824+00:00
13814,182,"chefpropagan, linksgruenen, kohlekraftwerk, massive, probleme",2,2021-07-16 10:05:06.514285824+00:00
13815,183,"katastrophenschuetzer, oberste, hart, unwetterkatastrophen, steinzeit",10,2021-07-16 10:05:06.514285824+00:00
13816,184,"booster, rekordmarken, steinbachtalsperre, zentimeter, wenige",4,2021-07-16 10:05:06.514285824+00:00
13817,185,"diaet, kanzlerkandidat, steinmeier, folgen, region",5,2021-07-16 10:05:06.514285824+00:00
13818,186,"landratsamts, burg, gebrochen, mitgefuehl, sterben",6,2021-07-16 10:05:06.514285824+00:00
13819,187,"wassenberg, heinsberg, update, online, evakuierungen",4,2021-07-16 10:05:06.514285824+00:00
13820,188,"touristen, bleiben, spenden, straßenmuell, abfall",2,2021-07-16 10:05:06.514285824+00:00
13821,190,"blicken, furchtbar, lacht, hoffnung, weggespuelt",8,2021-07-16 10:05:06.514285824+00:00
13822,191,"gestiegen, gemessene, tiefstpunkt, rheins, jemals",1,2021-07-16 10:05:06.514285824+00:00
13823,192,"ortschaeden, community, dramaturgenleben, klenzepark, fußballer",1,2021-07-16 10:05:06.514285824+00:00
13824,193,"westliches, taunus, tv, parkhaus, faehrstelle",3,2021-07-16 10:05:06.514285824+00:00
13825,195,"niederlanden, schamlos, verdacht, pluenderer, studenten",5,2021-07-16 10:05:06.514285824+00:00
13826,196,"sv, huenfelder, verbandsligisten, hessenligisten, blackoutgefahr",2,2021-07-16 10:05:06.514285824+00:00
13827,197,"lfv, spendenlink, spendenaktionen, landesregierung, feuerwehren",4,2021-07-16 10:05:06.514285824+00:00
13828,198,"unbuerokratisch, fruehwarnsystem, allerdings, staatskanzleichef, familie",2,2021-07-16 10:05:06.514285824+00:00
13829,199,"nothilfe, spenden, betroffenen, umweltbelastung, planete",2,2021-07-16 10:05:06.514285824+00:00
13830,200,"hubschrauberrettungen, hubschrauberflug, flug, wasseraufbereitung, millionenschaden",3,2021-07-16 10:05:06.514285824+00:00
13831,201,"portalen, hart, schauen, natur, thema",4,2021-07-16 10:05:06.514285824+00:00
13832,202,"schmitz, fakenews, politikern, klimaforscher, ipcc",4,2021-07-16 10:05:06.514285824+00:00
13833,205,"facetten, sandra, not, schnell, starkregen",1,2021-07-16 10:05:06.514285824+00:00
13834,206,"bahnersatzve, sommerdamm, kunstrasenplatz, jedewocheeinbild, loewenbruecken",1,2021-07-16 10:05:06.514285824+00:00
13835,207,"rettungsaktionen, mitte, enden, bad, hotline",6,2021-07-16 10:05:06.514285824+00:00
13836,209,"kleinere, baerbock, damals, zwei, streamen",2,2021-07-16 10:05:06.514285824+00:00
13837,211,"null, nachts, stadtgebiet, sirenen, orte",3,2021-07-16 10:05:06.514285824+00:00
13838,212,"hart, bilanz, allein, pfalz, rheinland",9,2021-07-16 10:05:06.514285824+00:00
13839,214,"innsbruck, schlimmes, alpen, landkreis, geodaten",1,2021-07-16 10:05:06.514285824+00:00
13840,216,"privatleuten, ueberwaeltigend, firmen, freiwilligen, klimaschutz",3,2021-07-16 10:05:06.514285824+00:00
13841,217,"karnevalsprinzen, fluch, hotspot, scheint, horror",2,2021-07-16 10:05:06.514285824+00:00
13842,218,"solidaritaet, spendet, moeglich, danke, wiederaufbauhilfe",2,2021-07-16 10:05:06.514285824+00:00
13843,220,"steuer, risiko, katastrophe, brandcorps, aufklaerungsbedarf",2,2021-07-16 10:05:06.514285824+00:00
13844,222,"unwetter, abwasserrohr, wasserbarrieren, vermisstensuche, muhlack",1,2021-07-16 10:05:06.514285824+00:00
13845,223,"disqualifiziert, osterzgebirge, saechsische, nordrheinwestfalen, alarm",3,2021-07-16 10:05:06.514285824+00:00
13846,225,"klimawahl, wasserwirtschaftsamtes, krisenbewaeltiger, flussabschnitte, teststrategie",3,2021-07-16 10:05:06.514285824+00:00
13847,226,"acht, clock, dreikoenigstag, glimplflich, tcl",2,2021-07-16 10:05:06.514285824+00:00
13848,227,"kritisieren, benutzer, intelligente, mellingburger, meerbusc",1,2021-07-16 10:05:06.514285824+00:00
13849,228,"schwierige, bangen, wasser, drittmittelprojekten, nahleauslassbauwerk",2,2021-07-16 10:05:06.514285824+00:00
13850,229,"berchtesgadenerland, technisches, besatzung, funfact, gespeichert",1,2021-07-16 10:05:06.514285824+00:00
13851,231,"heinsberg, damm, drum, boese, retentionsloch",1,2021-07-16 10:05:06.514285824+00:00
13852,242,"fruehwarnungen, merkel, raketen, stromleitung, verschuldet",1,2021-07-16 10:05:06.514285824+00:00
13853,243,"regen, landkreis, dauerniederschlag, wetterradar, weststau",1,2021-07-16 10:05:06.514285824+00:00
13854,244,"panzer, alpen, abend, news, bleibt",2,2021-07-16 10:05:06.514285824+00:00
13855,245,"ungeloeste, week, ending, fashion, checkliste",1,2021-07-16 10:05:06.514285824+00:00
13856,246,"risikogebiete, interaktive, hydrometeorologe, costa, absehbar",1,2021-07-16 10:05:06.514285824+00:00
13857,247,"kolumne, gesendet, tief, region, wasser",2,2021-07-16 10:05:06.514285824+00:00
13858,248,"schweiz, spenden, amazon, paketbestellungen, privatleute",2,2021-07-16 10:05:06.514285824+00:00
13859,249,"wegschwemmen, stimmt, corona, ortfaehre, morgenticker",4,2021-07-16 10:05:06.514285824+00:00
13860,250,"damages, catsoftwitter, dogsoftwittter, ahrweiler, tiere",3,2021-07-16 10:05:06.514285824+00:00
13861,252,"osterzgebirge, alarm, greenpeace, farb, flussbegradigung",1,2021-07-16 10:05:06.514285824+00:00
13862,253,"landwirtinnen, katastrophe, rekordhoch, ahmadiyya, muslime",2,2021-07-16 10:05:06.514285824+00:00
13863,255,"burst, europefloods, danger, catastrophic, severe",1,2021-07-16 10:05:06.514285824+00:00
13864,258,"unsympathischste, bungtbach, prinzipien, oberbuergermeisters, hoerer",3,2021-07-16 10:05:06.514285824+00:00
13865,259,"ostsachsen, beide, bedrohliche, luftaufnahmen, zuagroasda",1,2021-07-16 10:05:06.514285824+00:00
13866,260,"klimakrise, millionenhilfe, ostafrika, retweeten, sondernews",1,2021-07-16 10:05:06.514285824+00:00
13867,262,"flaechen, snapchat, rapide, kabutzhof, erdmittelpunkt",2,2021-07-16 10:05:06.514285824+00:00
13868,264,"reporterin, selfie, photographie, kriegsgebiet, aufsichtsbehoerden",1,2021-07-16 10:05:06.514285824+00:00
13869,265,"andernorts, waehrend, bleibt, bewachsen, eingeborenen",4,2021-07-16 10:05:06.514285824+00:00
13870,267,"fuckpkk, millionen, geld, allianz, selbstbeweihraeucherung",2,2021-07-16 10:05:06.514285824+00:00
13871,268,"hanau, kohlekraftwerk, auto, regenfaellen, ueberschritten",2,2021-07-16 10:05:06.514285824+00:00
13872,272,"abgeschalteten, stationen, bienwaldbahn, containermangel, trocknungsprozess",1,2021-07-16 10:05:06.514285824+00:00
13873,276,"weggespuelte, elektroautos, augenzeugen, bundesstraße, mega",4,2021-07-16 10:05:06.514285824+00:00
13874,277,"yes, days, mythos, affected, naturschutz",5,2021-07-16 10:05:06.514285824+00:00
13875,280,"campingplatz, interview, berichtet, katastrophen, katastrophenfall",3,2021-07-16 10:05:06.514285824+00:00
13876,281,"westerwald, mediathek, plottwist, videoclip, sturmtiefbenjamin",1,2021-07-16 10:05:06.514285824+00:00
13877,283,"finanzhilfen, spendeten, staatsministerium, ortnews, card",1,2021-07-16 10:05:06.514285824+00:00
13878,284,"eftstadt, altenahr, hose, existenzen, ahrweiler",3,2021-07-16 10:05:06.514285824+00:00
13879,286,"durchlesen, interessant, neckarpromenade, vergleichsbild, luftmatratze",2,2021-07-16 10:05:06.514285824+00:00
13880,290,"bundesland, hochwasser, landkarte, fußballfelder, sekretaerin",1,2021-07-16 10:05:06.514285824+00:00
13881,291,"innsbruck, schienenersatzverkehr, db, weltaidstag, trending",1,2021-07-16 10:05:06.514285824+00:00
13882,294,"krisenhelfern, steinmeier, umweltschutz, physischen, plastikfrei",1,2021-07-16 10:05:06.514285824+00:00
13883,296,"verwaltungsstadt, meisten, fliegende, wae, colibakterien",2,2021-07-16 10:05:06.514285824+00:00
13884,297,"schuld, paketzusteller, lounge, fehlzeiten, dammrueckverlegung",1,2021-07-16 10:05:06.514285824+00:00
13885,302,"oberster, katastrophenschuetzer, traumatisiert, brutaler, ejakulation",1,2021-07-16 10:05:06.514285824+00:00
13886,303,"kreisverwaltung, hotline, bitte, kernenergie, gendert",2,2021-07-16 10:05:06.514285824+00:00
13887,310,"irgendwo, voll, jahr, schaedlichste, schulschließungen",3,2021-07-16 10:05:06.514285824+00:00
13888,311,"unbefahrbar, stadtbahnverkehr, bahnsteigunterfuehrung, stadtbahn, rueckfahrt",1,2021-07-16 10:05:06.514285824+00:00
13889,312,"kp, rheinwasserstand, nacht, sbbconnect, sechs",1,2021-07-16 10:05:06.514285824+00:00
13890,314,"tanzbrunnen, landy, empire, jippih, issn",1,2021-07-16 10:05:06.514285824+00:00
13891,316,"waehrend, katastrophe, searches, suedwest, watch",1,2021-07-16 10:05:06.514285824+00:00
13892,317,"versagen, ironie, kragen, uebernaechste, sicheres",1,2021-07-16 10:05:06.514285824+00:00
13893,318,"mojip, fotografie, vulkanausbruch, veedelsgeschichte, mangrovenwaelder",2,2021-07-16 10:05:06.514285824+00:00
13894,322,"extremwetter, thema, weitergehen, trendy, ferner",1,2021-07-16 10:05:06.514285824+00:00
13895,323,"aids, indirekt, pappbecher, verpackungssteuer, kaffeebecher",1,2021-07-16 10:05:06.514285824+00:00
13896,324,"bitter, follower, hausbesitzer, betroffen, viele",3,2021-07-16 10:05:06.514285824+00:00
13897,327,"massiver, kontrollierbar, klimaschutzp, pfeiffer, vorwarnzeit",4,2021-07-16 10:05:06.514285824+00:00
13898,329,"polizeiprae, interview, region, online, bombenangriff",2,2021-07-16 10:05:06.514285824+00:00
13899,330,"logos, kochers, gesundheitswarnung, venusexchange, pantyhose",1,2021-07-16 10:05:06.514285824+00:00
13900,331,"berchtesgadenerland, wassermassen, betonbaender, wazplus, parteipferd",1,2021-07-16 10:05:06.514285824+00:00
13901,332,"mitglieder, unglaublichen, spendenlager, einberufenen, bauhofs",1,2021-07-16 10:05:06.514285824+00:00
13902,341,"mussten, wetter, ortboeen, fluechtlingen, fahrrinne",1,2021-07-16 10:05:06.514285824+00:00
13903,345,"moeglichk, antenne, extreme, begriffsdefinition, lauscher",1,2021-07-16 10:05:06.514285824+00:00
13904,346,"medien, burdaforward, digitalministerium, tiny, justizstaatssekretaerin",1,2021-07-16 10:05:06.514285824+00:00
13905,348,"springer, saechsinnen, wuerttemberg, drei, eckwarderhoerne",3,2021-07-16 10:05:06.514285824+00:00
13906,351,"verletzten, deutschlands, kreativitaet, korrekturdurchgang, fernsehsender",1,2021-07-16 10:05:06.514285824+00:00
13907,352,"oesterreichische, followerpower, gesehen, badneuenahr, gham",3,2021-07-16 10:05:06.514285824+00:00
13908,353,"angekommen, hoher, staus, surfing, seltsamen",1,2021-07-16 10:05:06.514285824+00:00
13909,355,"schulze, umweltministerin, klimakrise, halt, klimawandel",3,2021-07-16 10:05:06.514285824+00:00
13910,356,"unwetterwarnungen, online, watchparty, agrar, lohnunternehmer",2,2021-07-16 10:05:06.514285824+00:00
13911,357,"gedenkfeier, posching, zwinker, campinginsel, finnischen",1,2021-07-16 10:05:06.514285824+00:00
13912,358,"zweifeln, renatuierung, laschethatversagt, firmengelaende, riebling",2,2021-07-16 10:05:06.514285824+00:00
13913,359,"instrumentalisieren, weggefahren, urlaubsplanung, willkommhoeft, eltville",1,2021-07-16 10:05:06.514285824+00:00
13914,360,"blessem, vermissten, gefunden, europas, homepage",1,2021-07-16 10:05:06.514285824+00:00
13915,361,"unklar, mindes, verheerenden, bleibt, menschenleben",1,2021-07-16 10:05:06.514285824+00:00
13916,362,"kommentiert, scooter, umweltministerin, nervig, politikkrise",2,2021-07-16 10:05:06.514285824+00:00
13917,363,"spendenkonto, waldhilsbach, appleevent, allerheiligen, outdoor",1,2021-07-16 10:05:06.514285824+00:00
13918,364,"kreis, ortrosse, bebauungsplanaenderung, schornstein, schweinebraten",1,2021-07-16 10:05:06.514285824+00:00
13919,365,"festgenommen, amp, badortburg, straßensperrung, oberort",1,2021-07-16 10:05:06.514285824+00:00
13920,368,"tennisspieler, schwiegermutter, fitness, sommerliches, seebaederkaje",1,2021-07-16 10:05:06.514285824+00:00
13921,377,"polizei, selbstzerstoerung, staatschef, unzensuriert, krankenhauszimmer",1,2021-07-16 10:05:06.514285824+00:00
13922,379,"steinmeier, spricht, laschet, quadfreunde, frischwass",2,2021-07-16 10:05:06.514285824+00:00
13923,380,"westen, innenpolitik, konflikt, nachhaltigen, konservative",1,2021-07-16 10:05:06.514285824+00:00
13924,382,"regenmassen, unten, prognosen, ortvia, geoforum",2,2021-07-16 10:05:06.514285824+00:00
13925,384,"ignori, stundenlanger, iban, spendenkonto, verheerenden",3,2021-07-16 10:05:06.514285824+00:00
